id,level_id,"display_name","field",is_tag,is_value,in_library,is_del,"created_at","updated_at"
233,7,"变压器体温","t_dc1",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
234,7,"一次绕组温度","t_dc2",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
235,7,"二次绕组温度","t_dc3",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
236,7,"一次侧AB线电压","u_1ab",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
237,7,"一次侧BC线电压","u_1bc",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
238,7,"一次侧CA线电压","u_1ca",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
239,7,"二次侧AB线电压","u_2ab",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
240,7,"二次侧BC线电压","u_2bc",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
241,7,"二次侧CA线电压","u_2ca",0,1,0,0,"2017-04-11 18:05:44","2017-04-11 18:05:44"
242,8,"编号","id",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
243,8,"所属区域","area",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
244,8,"所属项目","project_name",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
245,8,"输出累计电量","energy_sum_all",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
246,8,"输入累计电量","energy_sum_all_in",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
247,8,"年发电量","energy_sum_year",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
248,8,"月发电量","energy_sum_month",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
249,8,"日发电量","energy_sum_day",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
250,8,"输入功率","power_in",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
251,8,"输出功率","power_out",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
252,8,"转换效率","privateFloatefficiency",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
253,8,"当日CO2减排量","co2_redution_day",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
254,8,"累计CO2减排量","co2_redution_sum_all",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
255,8,"有功功率","active_power_all",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
256,8,"无功功率","reactive_power_all",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
257,8,"无功功率绝对值","reactive_power_abs_all",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
258,8,"累计运行时间(h)","time_running",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
259,8,"运行状态","status",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
260,8,"总功率因数","cos",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
261,8,"总输出电流A","i_a",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
262,8,"总输出电流B","i_b",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
263,8,"总输出电流C","i_c",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
264,8,"电网线电压AB","u_ab",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
265,8,"电网线电压BC","u_bc",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
266,8,"电网线电压CA","u_ca",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
267,8,"A相输出功率因数","cos_a",0,1,0,0,"2017-04-11 18:09:49","2017-04-11 18:09:49"
